city,street,country
מעלה אדומים,מבוא האלון 6 ,Israel
מעלה אדומים,מבוא יפה נוף 1 ,Israel
מעלה אדומים,מבוא יפה נוף 1 ,Israel
מעלה אדומים,הרכס 27 ,Israel
מעלה אדומים,הרכס 27 ,Israel
מעלה אדומים,הרכס 27 ,Israel
מעלה אדומים,הרכס 27 ,Israel
מעלה אדומים,הרכס 27 ,Israel
מעלה אדומים,דרך מצפה נבו 103 ,Israel
מעלה אדומים,האלמוג 2 ,Israel
מעלה אדומים,האלמוג 2 ,Israel
מעלה אדומים,האלמוג 2 ,Israel
מעלה אדומים,האלמוג 2 ,Israel
מעלה אדומים,דרך קדם 40 ,Israel
מעלה אדומים,דרך קדם 40 ,Israel
מעלה אדומים,דרך קדם 40 ,Israel
מעלה אדומים,דרך קדם 40 ,Israel
מעלה אדומים,מבוא האלון 8 ,Israel
מעלה אדומים,מבוא האלון 8 ,Israel
מעלה אדומים,מבוא האלון 8 ,Israel
מעלה החמישה,מעלה החמישה,Israel
מעלה לבונה,מעלה לבונה,Israel
מעלה מכמש,מעלה מכמש,Israel
מעלה מכמש,מעלה מכמש,Israel
מעלה עמוס,מעלה עמוס,Israel
מצפה יריחו,מצפה יריחו,Israel
מצפה יריחו,מצפה יריחו,Israel
מצפה יריחו,מצפה יריחו,Israel
מצפה שלם,מצפה שלם,Israel
נגוהות,נגוהות,Israel
נוה צוף,נוה צוף,Israel
נוה צוף,נוה צוף,Israel
נווה אילן,נווה אילן,Israel
נווה אילן,נווה אילן,Israel
נווה דניאל,נחל המעיינות,Israel
נווה דניאל,נחל המעיינות,Israel
נווה דניאל,נחל המעיינות,Israel
נווה מיכאל,נווה מיכאל,Israel
נווה שלום,נווה שלום,Israel
נוקדים,נוקדים,Israel
נוקדים,נוקדים,Israel
נחושה,נחושה,Israel
נחושה,נחושה,Israel
נחליאל,נחליאל,Israel
נחם,נחם,Israel
נחשון,נחשון,Israel
נטף,נטף,Israel
נס הרים,נס הרים,Israel
נס הרים,דרך חלמית 90 ,Israel
"נעמ""ה","נעמ""ה",Israel
נתיב הגדוד,נתיב הגדוד,Israel
"נתיב הל""ה","נתיב הל""ה",Israel
עגור,עגור,Israel
עופרה,המייסדים 8 ,Israel
עופרה,דן,Israel
עופרה,דן,Israel
עופרה,הדבש,Israel
עטרת,עטרת,Israel
עין נקובא,עין נקובא,Israel
עין נקובא,עין נקובא,Israel
עין נקובא,עין נקובא,Israel
עין ראפה,עין ראפה,Israel
עין ראפה,עין ראפה,Israel
עלי,עלי,Israel
עלי,עלי,Israel
עלי,עלי,Israel
עלי,עלי,Israel
עלמון,נחל פרת,Israel
עלמון,נחל פרת,Israel
עמינדב,עמינדב,Israel
עתניאל,עתניאל,Israel
פני חבר,פני חבר,Israel
פסגות,פסגות,Israel
פסגות,פסגות,Israel
צובה,צובה,Israel
צור הדסה,אשד,Israel
צור הדסה,אשד,Israel
צור הדסה,אשד,Israel
צור הדסה,אשד,Israel
צור הדסה,אשד,Israel
צור הדסה,רכסים 11 ,Israel
צור הדסה,רכסים 11 ,Israel
צור הדסה,רכסים 11 ,Israel
צור הדסה,רכסים 11 ,Israel
צור הדסה,רכסים 11 ,Israel
צלפון,צלפון,Israel
צלפון,צלפון,Israel
צפרירים,צפרירים,Israel
צרעה,צרעה,Israel
צרעה,צרעה,Israel
קדר,זריחה 1 ,Israel
קדר,זריחה 1 ,Israel
קליה,קליה,Israel
קרית ארבע,סולם אלדד 1 ,Israel
קרית ארבע,סולם אלדד 1 ,Israel
קרית ארבע,סולם אלדד 1 ,Israel
קרית ארבע,טבנקין 218 ,Israel
קרית ארבע,נחל אשכול,Israel
קרית ארבע,נחל אשכול,Israel
קרית ארבע,נחל אשכול,Israel
קרית ארבע,טבנקין 218 ,Israel
קרית ארבע,טבנקין 218 ,Israel
קרית יערים,גורדון 138 ,Israel
קרית יערים,גורדון 138 ,Israel
קרית יערים,"הגר""א 10 ",Israel
קרית יערים,"הגר""א 10 ",Israel
קרית יערים,אזנים לתורה 7 ,Israel
קרית יערים,הדגן 5 ,Israel
קרית יערים,הדגן 5 ,Israel
קרית יערים,"הרי""ף 7 ",Israel
קרית יערים,"הרי""ף 7 ",Israel
קרית ענבים,קרית ענבים,Israel
ראש צורים,ראש צורים,Israel
רימונים,רימונים,Israel
רמת רזיאל,רמת רזיאל,Israel
שדות מיכה,שדות מיכה,Israel
שואבה,שואבה,Israel
שורש,שורש,Israel
שורש,שורש,Israel
שילה,שילה,Israel
שילה,שילה,Israel
שילה,שילה,Israel
שילה,שילה,Israel
שריגים (לי-און),שריגים (לי-און),Israel
שריגים (לי-און),שריגים (לי-און),Israel
תומר,תומר,Israel
תירוש,תירוש,Israel
תלם,תלם,Israel
תעוז,תעוז,Israel
תקוע,תקוע 99 ,Israel
תקוע,תקוע 99 ,Israel
תקוע,תקוע 99 ,Israel
תקוע,תקוע 99 ,Israel
תרום,תרום,Israel
אביבים,אביבים,Israel
אודם,אודם,Israel
אור הגנוז,אור הגנוז,Israel
אורטל,אורטל,Israel
איילת השחר,איילת השחר,Israel
איילת השחר,איילת השחר,Israel
אל-רום,אל-רום,Israel
אלוני הבשן,אלוני הבשן,Israel
אליפלט,אליפלט,Israel
אמירים,אמירים,Israel
בוקעאתא,בוקעאתא,Israel
ביריה,ביריה,Israel
בית הלל,בית הלל,Israel
בר יוחאי,בר יוחאי,Israel
ברעם,ברעם,Israel
ג'ש (גוש חלב),ג'ש (גוש חלב),Israel
ג'ש (גוש חלב),ג'ש (גוש חלב),Israel
ג'ש (גוש חלב),ג'ש (גוש חלב),Israel
ג'ש (גוש חלב),ג'ש (גוש חלב),Israel
גדות,גדות,Israel
גונן,גונן,Israel
"דוב""ב","דוב""ב",Israel
דישון,דישון,Israel
דלתון,דלתון,Israel
דן,דן,Israel
דפנה,דפנה,Israel
הגושרים,הגושרים,Israel
הגושרים,הגושרים,Israel
חולתה,חולתה,Israel
חזון,חזון,Israel
חצור הגלילית,שד הרב עזיזי דיעי,Israel
חצור הגלילית,שד הרב עזיזי דיעי,Israel
חצור הגלילית,בן גוריון,Israel
חצור הגלילית,מנחם בגין,Israel
חצור הגלילית,מנחם בגין,Israel
חצור הגלילית,מנחם בגין,Israel
חצור הגלילית,מנחם בגין,Israel
חצור הגלילית,בן גוריון,Israel
חצור הגלילית,אתרוג,Israel
חצור הגלילית,אתרוג,Israel
חצור הגלילית,אתרוג,Israel
חצור הגלילית,בן גוריון,Israel
חצור הגלילית,בן גוריון,Israel
חצור הגלילית,חוני המעגל 49 ,Israel
חצור הגלילית,חוני המעגל 49 ,Israel
טובא-זנגריה,טובא-זנגריה,Israel
טובא-זנגריה,טובא-זנגריה,Israel
טובא-זנגריה,טובא-זנגריה,Israel
טובא-זנגריה,טובא-זנגריה,Israel
טובא-זנגריה,טובא-זנגריה,Israel
טובא-זנגריה,טובא-זנגריה,Israel
טובא-זנגריה,טובא-זנגריה,Israel
טובא-זנגריה,טובא-זנגריה,Israel
יובל,יובל,Israel
יסוד המעלה,יסוד המעלה,Israel
יסוד המעלה,יסוד המעלה,Israel
יסוד המעלה,יסוד המעלה,Israel
יפתח,יפתח,Israel
יראון,יראון,Israel
כדיתה,כדיתה,Israel
כורזים,כורזים,Israel
כחל,כחל,Israel
כפר בלום,כפר בלום,Israel
כפר בלום,כפר בלום,Israel
כפר גלעדי,כפר גלעדי,Israel
כפר הנשיא,כפר הנשיא,Israel
כפר הנשיא,כפר הנשיא,Israel
כפר חושן,כפר חושן,Israel
כפר חנניה,כפר חנניה,Israel
כפר סאלד,כפר סאלד,Israel
כפר שמאי,כפר שמאי,Israel
כרכום,כרכום,Israel
כרם בן זמרה,כרם בן זמרה,Israel
להבות הבשן,להבות הבשן,Israel
להבות הבשן,להבות הבשן,Israel
מג'דל שמס,מג'דל שמס,Israel
מג'דל שמס,מג'דל שמס,Israel
מחניים,מחניים,Israel
מטולה,מטולה,Israel
מטולה,מטולה,Israel
מטולה,מטולה,Israel
מירון,מירון,Israel
מלכיה,מלכיה,Israel
מנרה,מנרה,Israel
מסעדה,מסעדה,Israel
מעין ברוך,מעין ברוך,Israel
מרגליות,מרגליות,Israel
מרום גולן,מרום גולן,Israel
משגב עם,משגב עם,Israel
משמר הירדן,משמר הירדן,Israel
נאות מרדכי,נאות מרדכי,Israel
"נווה אטי""ב","נווה אטי""ב",Israel
סאסא,סאסא,Israel
ע'ג'ר,ע'ג'ר,Israel
ע'ג'ר,ע'ג'ר,Israel
ע'ג'ר,ע'ג'ר,Israel
עין זיוון,עין זיוון,Israel
עין קנייא,עין קנייא,Israel
עלמה,עלמה,Israel
עמוקה,עמוקה,Israel
עמיעד,עמיעד,Israel
עמיר,עמיר,Israel
פרוד,פרוד,Israel
צבעון,צבעון,Israel
צפת,יוספטל 40 ,Israel
צפת,יוספטל,Israel
צפת,יוספטל,Israel
צפת,יוספטל,Israel
צפת,יוספטל,Israel
צפת,בגין מנחם,Israel
צפת,יוספטל 40 ,Israel
צפת,נשרים,Israel
צפת,בגין מנחם,Israel
צפת,"הפלמ""ח",Israel
צפת,בת הרים 1 ,Israel
צפת,בת הרים 1 ,Israel
צפת,בת הרים 1 ,Israel
צפת,בת הרים 1 ,Israel
צפת,נוף כנרת,Israel
צפת,יוספטל 40 ,Israel
צפת,קרן היסוד 36 ,Israel
צפת,קרן היסוד 36 ,Israel
צפת,ירושלים 20 ,Israel
צפת,ירושלים 20 ,Israel
צפת,הרצל 1 ,Israel
צפת,הרצל 1 ,Israel
צפת,הרצל 1 ,Israel
צפת,הרצל 1 ,Israel
צפת,שכ גני הדר,Israel
צפת,"צה""ל 1 ",Israel
צפת,אלעזר דוד 214 ,Israel
צפת,אלעזר דוד 214 ,Israel
צפת,"צה""ל 9 ",Israel
צפת,"צה""ל 1 ",Israel
צפת,"הפלמ""ח 87 ",Israel
צפת,"הפלמ""ח 87 ",Israel
צפת,אנילביץ,Israel
צפת,אנילביץ,Israel
צפת,אנילביץ,Israel
צפת,אנילביץ,Israel
צפת,לוחמי הגטאות,Israel
צפת,נוף כנרת,Israel
צפת,נשרים,Israel
צפת,"צה""ל 1 ",Israel
צפת,עכברה,Israel
צפת,הר ארבל,Israel
צפת,הר ארבל,Israel
צפת,בגין מנחם,Israel
קדמת צבי,קדמת צבי,Israel
קדרים,קדרים,Israel
קלע,קלע,Israel
קצרין,אשחר 3 ,Israel
קצרין,אשחר 3 ,Israel
קצרין,איה,Israel
קצרין,איה,Israel
קצרין,אשחר 3 ,Israel
קצרין,איה,Israel
קצרין,רמות גלעד,Israel
קצרין,רמות גלעד,Israel
קצרין,רמות גלעד,Israel
קצרין,רמות גלעד,Israel
קצרין,רמות גלעד,Israel
קרית שמונה,יהודה הלוי 14 ,Israel
קרית שמונה,דן 46 ,Israel
קרית שמונה,דן 46 ,Israel
קרית שמונה,הרב קוק 33 ,Israel
קרית שמונה,הרב קוק 33 ,Israel
קרית שמונה,ביאליק 39 ,Israel
קרית שמונה,ביאליק 39 ,Israel
קרית שמונה,דן 46 ,Israel
קרית שמונה,יהודה הלוי 14 ,Israel
קרית שמונה,רזיאל 14 ,Israel
קרית שמונה,דן 46 ,Israel
קרית שמונה,דן 46 ,Israel
קרית שמונה,מלול יעקב 8 ,Israel
קרית שמונה,מלול יעקב 8 ,Israel
קרית שמונה,מלול יעקב 8 ,Israel
קרית שמונה,מלול יעקב 8 ,Israel
קרית שמונה,מלול יעקב 8 ,Israel
קרית שמונה,הירדן 55 ,Israel
קרית שמונה,הירדן 55 ,Israel
קרית שמונה,הירדן 29 ,Israel
קרית שמונה,הירדן 29 ,Israel
קרית שמונה,הירדן 29 ,Israel
קרית שמונה,הירדן 29 ,Israel
קרית שמונה,הירדן 29 ,Israel
קרית שמונה,כלנית 16 ,Israel
קרית שמונה,כלנית 16 ,Israel
קרית שמונה,כלנית 16 ,Israel
קרית שמונה,הרב קוק 33 ,Israel
קרית שמונה,ביאליק 39 ,Israel
קרית שמונה,"רמב""ם 19 ",Israel
קרית שמונה,"רמב""ם 19 ",Israel
קרית שמונה,"רמב""ם 19 ",Israel
קרית שמונה,"רמב""ם 19 ",Israel
קשת,קשת,Israel
ראש פינה,מעלה גיא אוני,Israel
ראש פינה,מעלה גיא אוני,Israel
ראש פינה,מעלה גיא אוני,Israel
ראש פינה,מעלה גיא אוני,Israel
ריחאניה,ריחאניה,Israel
ריחאניה,ריחאניה,Israel
רמות נפתלי,רמות נפתלי,Israel
שאר ישוב,שאר ישוב,Israel
שדה אליעזר,שדה אליעזר,Israel
שדה נחמיה,שדה נחמיה,Israel
שדה נחמיה,שדה נחמיה,Israel
שמיר,שמיר,Israel
שמיר,שמיר,Israel
שניר,שניר,Israel
שעל,שעל,Israel
שפר,שפר,Israel
אבני איתן,אבני איתן,Israel
אילניה,אילניה 1 ,Israel
אלומות,אלומות,Israel
אלי-עד,אלי-עד,Israel
אלמגור,אלמגור,Israel
אמנון,אמנון,Israel
אניעם,אניעם,Israel
אפיק,אפיק,Israel
אפיקים,אפיקים,Israel
אפיקים,אפיקים,Israel
ארבל,ארבל,Israel
אשדות יעקב  (איחוד),אשדות יעקב  (איחוד),Israel
אשדות יעקב  (איחוד),אשדות יעקב  (איחוד),Israel
אשדות יעקב  (מאוחד),אשדות יעקב  (מאוחד),Israel
בית זרע,בית זרע,Israel
בית קשת,בית קשת,Israel
בני יהודה,בני יהודה 1 ,Israel
בני יהודה,בני יהודה 1 ,Israel
גבעת אבני,גבעת אבני,Israel
גבעת אבני,גבעת אבני,Israel
גבעת אבני,גבעת אבני,Israel
גבעת יואב,גבעת יואב,Israel
גינוסר,גינוסר,Israel
גשור,גשור,Israel
גשר,גשר,Israel
דגניה א',דגניה א',Israel
דגניה ב',דגניה ב',Israel
האון,האון,Israel
הזורעים,הזורעים 1 ,Israel
חד-נס,חד-נס 1 ,Israel
חד-נס,חד-נס,Israel
חוקוק,חוקוק,Israel
חמאם,חמאם,Israel
חמאם,חמאם,Israel
חספין,חספין,Israel
חספין,חספין,Israel
טבריה,ביאליק,Israel
טבריה,שד הרצל,Israel
טבריה,שד הרצל,Israel
טבריה,שד הרצל,Israel
טבריה,שד הרצל,Israel
טבריה,שד הרצל,Israel
טבריה,המגינים 54 ,Israel
טבריה,המגינים 54 ,Israel
טבריה,המגינים 54 ,Israel
טבריה,ביאליק 3 ,Israel
טבריה,ביאליק 3 ,Israel
טבריה,אלחדיף 99 ,Israel
טבריה,"מעלה קק""ל 27 ",Israel
טבריה,"פיק""א",Israel
טבריה,"פיק""א",Israel
טבריה,הרב כהן משה,Israel
טבריה,ביבאס 99 ,Israel
טבריה,טרומפלדור,Israel
טבריה,אלחדיף 8 ,Israel
טבריה,"מעלה קק""ל 27 ",Israel
טבריה,"פיק""א",Israel
טבריה,"פיק""א",Israel
טבריה,טרומפלדור,Israel
טבריה,שד אלנטאון 17 ,Israel
טבריה,שד אלנטאון 17 ,Israel
טבריה,האבות 23.,Israel
טבריה,אירוסים 1 ,Israel
טבריה,הנשיא ויצמן 1 ,Israel
טבריה,חזון איש 1 ,Israel
טבריה,אור חיים 1 ,Israel
טבריה,חזון איש 1 ,Israel
טבריה,מורדות טבריה,Israel
טבריה,מורדות טבריה,Israel
טבריה,מורדות טבריה,Israel
טבריה,מורדות טבריה,Israel
טבריה,שד אלנטאון 17 ,Israel
טבריה,הרב עוזיאל,Israel
טבריה,הרב עוזיאל,Israel
טבריה,הרב עוזיאל,Israel
טבריה,שרת משה 10 ,Israel
טבריה,אור חיים 1 ,Israel
טבריה,הנשיא ויצמן 1 ,Israel
טבריה,שרת משה 10 ,Israel
טבריה,הנשיא ויצמן 1 ,Israel
טבריה,הוז דב 14 ,Israel
טבריה,הוז דב 14 ,Israel
טבריה,הוז דב 14 ,Israel
טבריה,הוז דב 14 ,Israel
טבריה,הוז דב 14 ,Israel
טבריה,הוז דב 14 ,Israel
טבריה,מורן 4.,Israel
טבריה,מורן 4.,Israel
טבריה,מורן 4.,Israel
טבריה,החשמונאים,Israel
טבריה,החשמונאים,Israel
טבריה,החשמונאים,Israel
טבריה,החשמונאים,Israel
טבריה,החשמונאים,Israel
טבריה,הנרקיס 480 ,Israel
טבריה,הנרקיס 480 ,Israel
טבריה,הנרקיס 480 ,Israel
טבריה,טרומפלדור,Israel
טבריה,שד אלנטאון 17 ,Israel
טבריה,הרב אליישיב 11 ,Israel
טבריה,שפע חיים 9 ,Israel
טבריה,שפע חיים 3 ,Israel
טפחות,טפחות,Israel
יבנאל,יבנאל 1 ,Israel
יבנאל,יבנאל 1 ,Israel
יבנאל,יבנאל 1 ,Israel
יבנאל,יבנאל 1 ,Israel
יונתן,יונתן,Israel
כלנית,כלנית,Israel
כנף,כנף,Israel
כנרת (מושבה),כנרת (מושבה),Israel
כנרת (קבוצה),כנרת (קבוצה),Israel
כפר זיתים,כפר זיתים,Israel
כפר חיטים,כפר חיטים,Israel
כפר חרוב,כפר חרוב,Israel
כפר כמא,כפר כמא 1 ,Israel
כפר כמא,כפר כמא,Israel
כפר כמא,כפר כמא,Israel
כפר כמא,כפר כמא,Israel
כפר כמא,כפר כמא,Israel
כפר קיש,כפר קיש,Israel
כפר תבור,שכ המיסדים 1 ,Israel
כפר תבור,שכ המיסדים 1 ,Israel
כפר תבור,שכ המיסדים 1 ,Israel
כפר תבור,שכ המיסדים 2 ,Israel
כפר תבור,שכ המיסדים 2 ,Israel
כפר תבור,שכ המיסדים 2 ,Israel
לביא,לביא,Israel
לבנים,לבנים,Israel
מבוא חמה,מבוא חמה,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר 1 ,Israel
מגאר,מגאר 1 ,Israel
מגאר,מגאר 1 ,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר 1 ,Israel
מגאר,מגאר 1 ,Israel
מגאר,מגאר 1 ,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגאר,מגאר,Israel
מגדל,נוף הארבל 12 ,Israel
מגדל,נוף הארבל 12 ,Israel
מגדל,נוף הארבל 12 ,Israel
מיצר,מיצר,Israel
מנחמיה,שכ עופר,Israel
מנחמיה,שכ עופר,Israel
מסד,מסד,Israel
מסדה,מסדה,Israel
מעגן,מעגן,Israel
מעלה גמלא,מעלה גמלא,Israel
מצפה,מצפה,Israel
מצפה נטופה,מצפה נטופה,Israel
מצפה נטופה,מצפה נטופה,Israel
נאות גולן,נאות גולן,Israel
נוב,נוב,Israel
נטור,נטור,Israel
עיילבון,עיילבון,Israel
עיילבון,עיילבון,Israel
עיילבון,עיילבון,Israel
עיילבון,עיילבון 1 ,Israel
עיילבון,עיילבון,Israel
עיילבון,עיילבון,Israel
עיילבון,עיילבון,Israel
עין גב,עין גב,Israel
פוריה - כפר עבודה,פוריה - כפר עבודה,Israel
פוריה - נווה עובד,פוריה - נווה עובד,Israel
פוריה - נווה עובד,פוריה - נווה עובד,Israel
פוריה עילית,פוריה עילית 1 ,Israel
פוריה עילית,פוריה עילית 1 ,Israel
רמות,רמות,Israel
רמת מגשימים,רמת מגשימים,Israel
שדה אילן,שדה אילן,Israel
שדמות דבורה,שדמות דבורה 1 ,Israel
שער הגולן,שער הגולן,Israel
שרונה,שרונה,Israel
תל קציר,תל קציר,Israel
אביטל,אביטל,Israel
אדירים,אדירים,Israel
אומן,אומן,Israel
אחוזת ברק,אחוזת ברק,Israel
אחוזת ברק,רקפות,Israel
אחוזת ברק,רקפות,Israel
אחוזת ברק,רקפות,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אכסאל,אכסאל,Israel
אלון הגליל,אלון הגליל,Israel
אלון הגליל,אלון הגליל,Israel
אלוני אבא,אלוני אבא,Israel
אלוני אבא,אלוני אבא,Israel
אלונים,אלונים,Israel
אליקים,אליקים,Israel
ארגמן,ארגמן,Israel
בועיינה-נוג'ידאת,בועינה,Israel
בועיינה-נוג'ידאת,בועינה,Israel
בועיינה-נוג'ידאת,בועינה,Israel
בועיינה-נוג'ידאת,בועינה,Israel
בועיינה-נוג'ידאת,נוג'ידאת,Israel
בועיינה-נוג'ידאת,נוג'ידאת,Israel
בועיינה-נוג'ידאת,נוג'ידאת,Israel
בועיינה-נוג'ידאת,בועינה,Israel
בועיינה-נוג'ידאת,בועינה,Israel
בועיינה-נוג'ידאת,בועינה,Israel
בועיינה-נוג'ידאת,בועינה,Israel
בועיינה-נוג'ידאת,בועינה,Israel
בועיינה-נוג'ידאת,בועינה,Israel
בועיינה-נוג'ידאת,בועינה,Israel
בועיינה-נוג'ידאת,בועינה,Israel
בית אלפא,בית אלפא,Israel
בית השיטה,בית השיטה,Israel
בית השיטה,בית השיטה,Israel
בית זיד,כפר תקווה 1 ,Israel
בית יוסף,בית יוסף,Israel
בית לחם הגלילית,בית לחם הגלילית,Israel
בית רימון,בית רימון,Israel
בית שאן,שכ נווה הנחל,Israel
בית שאן,שכ נווה הנחל,Israel
בית שאן,שכ נווה הנחל,Israel
בית שאן,שכ נוף קדומים,Israel
בית שאן,טולידנו,Israel
בית שאן,הרב קוק,Israel
בית שאן,שכ אליהו 18 ,Israel
בית שאן,שכ אליהו 18 ,Israel
בית שאן,התומר 1 ,Israel
בית שאן,רמז 6 ,Israel
בית שאן,שכ נוף גלעד,Israel
בית שאן,שכ נוף גלעד,Israel
בית שאן,שכ נוף גלעד,Israel
בית שאן,ירושלים הבירה 2 ,Israel
בית שאן,אחד העם 33 ,Israel
בית שאן,שכ אליהו,Israel
בית שאן,שכ אליהו,Israel
בית שאן,שכ אליהו,Israel
בית שאן,הרב קוק,Israel
בית שאן,שדרות הארבעה 6 ,Israel
בית שאן,שדרות הארבעה 6 ,Israel
בית שאן,שדרות הארבעה 6 ,Israel
בית שאן,שכ אליהו 18 ,Israel
בית שאן,גולדה מאיר 1 ,Israel
בית שאן,גולדה מאיר 1 ,Israel
בית שאן,גולדה מאיר 1 ,Israel
בית שאן,גולדה מאיר 1 ,Israel
בית שערים,בית שערים,Israel
בלפוריה,בלפוריה,Israel
בסמת טבעון,בסמת טבעון,Israel
בסמת טבעון,בסמת טבעון,Israel
בסמת טבעון,בסמת טבעון,Israel
בסמת טבעון,משאיח סעדיה,Israel
בסמת טבעון,משאיח סעדיה,Israel
בסמת טבעון,משאיח סעדיה,Israel
בסמת טבעון,חלף,Israel
בסמת טבעון,חלף,Israel
בסמת טבעון,חלף,Israel
בסמת טבעון,זובידאת,Israel
בסמת טבעון,זובידאת,Israel
בסמת טבעון,זובידאת,Israel
בקעות,בקעות,Israel
ברק,ברק,Israel
גבע,גבע,Israel
גבעת אלה,גבעת אלה,Israel
גבעת אלה,גבעת אלה,Israel
גבעת אלה,גבעת אלה,Israel
גבעת עוז,גבעת עוז,Israel
גבת,גבת,Israel
גבת,גבת,Israel
גדיש,גדיש,Israel
גדעונה,גדעונה,Israel
גזית,גזית,Israel
גזית,גזית,Israel
גיניגר,גיניגר,Israel
גיתית,גיתית,Israel
גלעד (אבן יצחק),גלעד (אבן יצחק),Israel
גן נר,גן נר,Israel
גן נר,גן נר,Israel
גן נר,גן נר,Israel
גן נר,גן נר,Israel
דבורה,דבורה,Israel
דבוריה,דבוריה,Israel
דבוריה,דבוריה,Israel
דבוריה,דבוריה,Israel
דבוריה,דבוריה,Israel
דבוריה,דבוריה,Israel
דבוריה,דבוריה,Israel
דבוריה,דבוריה,Israel
דבוריה,דבוריה,Israel
דבוריה,דבוריה,Israel
דבוריה,דבוריה,Israel
דבוריה,דבוריה,Israel
דבוריה,דבוריה,Israel
דבוריה,דבוריה,Israel
דבוריה,דבוריה 1 ,Israel
דבוריה,דבוריה 1 ,Israel
דבוריה,דבוריה 1 ,Israel
דבוריה,דבוריה 1 ,Israel
דבוריה,דבוריה 1 ,Israel
דברת,דברת,Israel
דחי,דחי,Israel
דליה,דליה,Israel
דליה,דליה,Israel
הושעיה,הושעיה,Israel
הושעיה,הושעיה,Israel
הושעיה,הושעיה,Israel
הזורע,הזורע,Israel
הזורע,הזורע,Israel
היוגב,היוגב,Israel
הסוללים,הסוללים,Israel
הסוללים,הסוללים,Israel
זרזיר,זרזיר,Israel
זרזיר,זרזיר,Israel
זרזיר,זרזיר,Israel
זרזיר,עיאדאת,Israel
זרזיר,עיאדאת,Israel
זרזיר,זרזיר,Israel
זרזיר,זרזיר,Israel
זרזיר,זרזיר,Israel
זרזיר,זרזיר,Israel
זרזיר,זרזיר,Israel
זרזיר,זרזיר,Israel
זרזיר,זרזיר,Israel
זרזיר,זרזיר,Israel
חבר,חבר,Israel
חמדיה,חמדיה,Israel
חמדת,חמדת,Israel
חמרה,חמרה,Israel
חנתון,חנתון,Israel
חפצי-בה,חפצי-בה,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טורעאן,טורעאן,Israel
טייבה (בעמק),טייבה (בעמק),Israel
טייבה (בעמק),טייבה (בעמק),Israel
טירת צבי,טירת צבי,Israel
טמרה (יזרעאל),טמרה (יזרעאל),Israel
טמרה (יזרעאל),טמרה (יזרעאל),Israel
יזרעאל,יזרעאל,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,מראח אלע'זלאן,Israel
יפיע,מראח אלע'זלאן,Israel
יפיע,מראח אלע'זלאן,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפיע,יפיע,Israel
יפית,יפית,Israel
יפעת,יפעת 1 ,Israel
יפעת,יפעת 1 ,Israel
יקנעם (מושבה),יקנעם (מושבה),Israel
יקנעם (מושבה),יקנעם (מושבה),Israel
יקנעם עילית,לילך 2 ,Israel
יקנעם עילית,לילך 2 ,Israel
יקנעם עילית,לילך 2 ,Israel
יקנעם עילית,הרימון 5 ,Israel
יקנעם עילית,הרימון 5 ,Israel
יקנעם עילית,שד יצחק רבין 4 ,Israel
